type,lat,lon,tags,lighting_level,police_near,cctv_count,crime_reports,safety_score,street_name,area_name
street_lamp,13.0034745,77.6168919,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '290', 'light:tilt': '-90', 'material': 'metal'}",10,0,0,0,0.7,Clarke Road,Bengaluru
street_lamp,13.0035874,77.6169359,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '290', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'transition', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,,Bengaluru
street_lamp,13.0035527,77.6166623,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '110', 'light:tilt': '-90', 'line_attachment': 'pin', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,Clarke Road,Bengaluru
street_lamp,13.00368,77.6167222,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,Clarke Road,Bangalore
surveillance,13.0036057,77.6168059,"{'camera:direction': '80;200;320', 'camera:mount': 'pole', 'camera:type': 'fixed', 'description': '3 Cameras on 1 pole', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}",5,0,1,3,0.32,,Bengaluru
street_lamp,13.0037522,77.6165403,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Clarke Road,Bangalore
street_lamp,13.0038832,77.6162107,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,Clarke Road,Bangalore
street_lamp,13.0041156,77.6162993,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '110', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,Hall Road,Bangalore
street_lamp,13.0042683,77.6163513,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '110', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'branch', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0043288,77.6161831,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0043761,77.6160623,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'termination', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,13.0046182,77.6159991,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '200', 'light:tilt': '-90', 'material': 'concrete'}",10,0,0,1,0.64,,Bengaluru
street_lamp,13.0044546,77.6164277,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:count': '2', 'light:direction': '110;200', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,1,0.64,,Bengaluru
street_lamp,13.0046341,77.6164984,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '110', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,Clarke Road,Bangalore
street_lamp,13.004783,77.6165558,"{'guyed': 'pole', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '155', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Clarke Road,Bangalore
street_lamp,13.004681,77.6168553,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '200', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,1,0.64,Clarke Road,Bangalore
street_lamp,13.0045909,77.6171196,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '200', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,Clarke Road,Bangalore
street_lamp,13.0045379,77.6172632,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '290', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,13.0043441,77.6177037,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '200', 'light:tilt': '-90', 'line_attachment': 'pin', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0039804,77.6175881,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '200', 'light:tilt': '-90', 'line_attachment': 'pin', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Clarke Road,Bengaluru
street_lamp,13.003863,77.6178786,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '200', 'light:tilt': '-90', 'line_attachment': 'pin', 'line_management': 'termination', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,13.003425,77.6174209,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '335', 'light:tilt': '-90', 'line_attachment': 'pin', 'line_management': 'transition', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Clarke Road,Bangalore
street_lamp,13.0035044,77.6171838,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '20', 'light:tilt': '-90', 'material': 'concrete'}",10,0,0,2,0.58,Clarke Road,Bengaluru
street_lamp,13.0013624,77.6238389,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'transition', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Milton Street,Bengaluru
street_lamp,13.0012858,77.6240261,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'transition', 'material': 'concrete', 'power': 'pole'}",10,0,0,1,0.64,Milton Street,Bengaluru
street_lamp,13.0012363,77.6241554,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Milton Street,Bengaluru
street_lamp,13.0011165,77.6244757,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,13.001039,77.6247043,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0009466,77.6249606,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'branch', 'material': 'concrete', 'power': 'pole'}",10,0,0,1,0.64,Milton Street,Bengaluru
street_lamp,13.0004819,77.6261884,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '150', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'branch', 'material': 'concrete', 'power': 'pole'}",10,0,0,1,0.64,Milton Street,Bengaluru
street_lamp,13.0005498,77.6261204,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,Milton Street,Bengaluru
street_lamp,13.0005856,77.6260336,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Milton Street,Bengaluru
street_lamp,13.0006416,77.6258732,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,Milton Street,Bengaluru
street_lamp,13.0006913,77.6257212,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Milton Street,Bangalore
street_lamp,13.0007422,77.6255703,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,Milton Street,Bangalore
street_lamp,13.0008062,77.6253919,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,1,0.64,Milton Street,Bengaluru
street_lamp,13.0016532,77.62321,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '200', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,Milton Street,Bangalore
street_lamp,13.0014043,77.6236318,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '110', 'light:tilt': '-90', 'material': 'metal'}",10,0,0,1,0.64,Wheeler Road Extension,Bengaluru
street_lamp,13.0015043,77.6234279,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,Milton Street,Bangalore
street_lamp,13.0015817,77.6231863,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '290', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0011719,77.6230529,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '290', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'transition', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,High Street Cross,Bangalore
street_lamp,13.0013364,77.6231088,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '290', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,High Street Cross,Bangalore
street_lamp,13.0015604,77.6240163,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,Wheeler Road Extension,Bangalore
street_lamp,13.0016315,77.6237891,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'branch', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,Wheeler Road Extension,Bengaluru
street_lamp,13.0010664,77.6237013,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,Wheeler Road Extension,Bangalore
street_lamp,13.0010089,77.6238806,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,Wheeler Road Extension,Bangalore
street_lamp,13.0008396,77.6234685,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '290', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,Wheeler Road Extension,Bengaluru
street_lamp,13.0010898,77.6225605,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'split', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,Lloyd Road,Bangalore
street_lamp,13.0009862,77.6228566,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,Lloyd Road,Bangalore
street_lamp,13.000937,77.622995,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'transition', 'material': 'concrete', 'power': 'pole'}",10,0,0,0,0.7,High Street,Bengaluru
street_lamp,13.0008015,77.6233616,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '110', 'light:tilt': '-90', 'material': 'metal'}",10,0,0,2,0.58,Wheeler Road Extension,Bengaluru
street_lamp,13.0006606,77.6237127,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'transition', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,High Street,Bengaluru
street_lamp,13.0005721,77.6239683,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0004868,77.6242121,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,1,0.64,High Street,bangalore
street_lamp,13.0004486,77.6243304,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,High Street,Bengaluru
street_lamp,13.0003204,77.62475,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,2,0.58,High Street,Bengaluru
street_lamp,13.0002351,77.6250199,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,High Street,Bangalore
street_lamp,13.0001351,77.6252827,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,3,0.52,High Street,Bangalore
street_lamp,13.0001023,77.6253756,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '20', 'light:tilt': '-90', 'line_attachment': 'suspension', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,High Street,Bangalore
street_lamp,13.0001155,77.6256226,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'light:colour': 'white', 'light:direction': '140', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'branch', 'material': 'concrete', 'power': 'pole'}",10,0,0,4,0.46,Banaswadi Road,Bengaluru
street_lamp,13.0004865,77.6233345,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '290', 'light:tilt': '-90', 'line_attachment': 'suspension', 'line_management': 'transition', 'material': 'metal', 'power': 'pole'}",10,0,0,4,0.46,Wheeler Road Extension,Bengaluru
street_lamp,13.0001197,77.6232254,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '290', 'light:tilt': '-90', 'material': 'metal'}",10,0,0,0,0.7,Lewis Road,Bangalore
street_lamp,12.9998009,77.6231172,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'incandescent', 'light:colour': 'yellow', 'light:direction': '290', 'light:tilt': '-90', 'material': 'metal'}",10,0,0,3,0.52,,Bengaluru
